Size,BHK,Bathroom,City,FurnishingStatus,AreaType,Rent
1200,4,2,Kolkata,Furnished,Super Area,10000
500,2,2,Kolkata,Semi-Furnished,Super Area,6000
900,2,2,Kolkata,Semi-Furnished,Carpet Area,18000
460,2,1,Kolkata,Unfurnished,Carpet Area,8000
530,2,1,Kolkata,Semi-Furnished,Super Area,8000
650,2,2,Kolkata,Semi-Furnished,Carpet Area,13000
700,2,2,Kolkata,Semi-Furnished,Carpet Area,20000
400,2,1,Kolkata,Unfurnished,Super Area,6000
1000,2,2,Kolkata,Unfurnished,Super Area,12000
400,1,1,Kolkata,Semi-Furnished,Carpet Area,10000
700,2,2,Kolkata,Unfurnished,Carpet Area,14000
850,2,2,Kolkata,Semi-Furnished,Carpet Area,10000
558,2,2,Kolkata,Unfurnished,Carpet Area,10500
800,2,1,Kolkata,Unfurnished,Super Area,6000
900,2,2,Kolkata,Unfurnished,Carpet Area,12000
1600,3,2,Kolkata,Furnished,Super Area,14000
150,1,1,Kolkata,Unfurnished,Carpet Area,3700
1600,3,2,Kolkata,Unfurnished,Carpet Area,40000
1000,3,1,Kolkata,Unfurnished,Super Area,25000
700,1,1,Kolkata,Unfurnished,Super Area,2200
175,1,1,Kolkata,Unfurnished,Super Area,3300
450,1,1,Kolkata,Semi-Furnished,Super Area,5000
1700,3,3,Kolkata,Semi-Furnished,Carpet Area,60000
425,2,1,Kolkata,Unfurnished,Carpet Area,6000
900,3,3,Kolkata,Semi-Furnished,Super Area,7000
400,1,1,Kolkata,Unfurnished,Carpet Area,5000
600,2,1,Kolkata,Unfurnished,Super Area,11000
721,2,2,Kolkata,Furnished,Super Area,10000
1150,3,2,Kolkata,Unfurnished,Carpet Area,22000
2210,3,3,Kolkata,Unfurnished,Carpet Area,65000
675,2,1,Kolkata,Unfurnished,Super Area,7500
1320,2,2,Kolkata,Furnished,Super Area,45000
250,1,1,Kolkata,Unfurnished,Carpet Area,5000
720,2,2,Kolkata,Unfurnished,Super Area,12000
1880,5,2,Kolkata,Unfurnished,Carpet Area,25000
850,3,3,Kolkata,Semi-Furnished,Carpet Area,18000
1050,2,2,Kolkata,Unfurnished,Carpet Area,25000
320,1,1,Mumbai,Semi-Furnished,Super Area,25000
750,2,2,Mumbai,Furnished,Carpet Area,70000
450,1,1,Mumbai,Furnished,Carpet Area,45000
1100,3,3,Mumbai,Unfurnished,Carpet Area,75000
640,1,1,Mumbai,Furnished,Super Area,14000
650,1,1,Mumbai,Unfurnished,Super Area,60000
800,2,2,Mumbai,Unfurnished,Carpet Area,160000
1600,4,5,Mumbai,Semi-Furnished,Carpet Area,300000
460,1,1,Mumbai,Unfurnished,Super Area,22000
1650,4,4,Mumbai,Semi-Furnished,Carpet Area,130000
480,1,2,Mumbai,Semi-Furnished,Carpet Area,33000
500,1,2,Mumbai,Furnished,Carpet Area,32000
490,1,2,Mumbai,Semi-Furnished,Carpet Area,30000
620,1,1,Mumbai,Furnished,Super Area,49000
518,2,2,Mumbai,Semi-Furnished,Carpet Area,28000
700,2,2,Mumbai,Semi-Furnished,Carpet Area,33500
777,2,2,Mumbai,Semi-Furnished,Carpet Area,85000
650,2,2,Mumbai,Unfurnished,Carpet Area,35000
1800,3,4,Mumbai,Semi-Furnished,Carpet Area,270000
2308,5,5,Mumbai,Furnished,Carpet Area,400000
425,1,2,Mumbai,Unfurnished,Carpet Area,21000
890,2,2,Mumbai,Unfurnished,Carpet Area,150000
270,1,1,Mumbai,Unfurnished,Super Area,22000
850,2,2,Mumbai,Semi-Furnished,Carpet Area,100000
888,2,2,Mumbai,Semi-Furnished,Carpet Area,60000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,8000
275,1,1,Mumbai,Unfurnished,Carpet Area,20000
700,2,2,Mumbai,Semi-Furnished,Carpet Area,20000
375,1,1,Mumbai,Unfurnished,Super Area,25000
424,1,1,Mumbai,Semi-Furnished,Super Area,14000
400,1,2,Mumbai,Furnished,Super Area,19411
450,1,1,Mumbai,Furnished,Carpet Area,23000
2079,4,5,Mumbai,Semi-Furnished,Carpet Area,190000
586,2,1,Mumbai,Semi-Furnished,Super Area,32000
610,2,2,Mumbai,Furnished,Carpet Area,68000
488,1,2,Mumbai,Semi-Furnished,Carpet Area,30000
1200,3,3,Mumbai,Semi-Furnished,Carpet Area,110000
722,2,2,Mumbai,Semi-Furnished,Carpet Area,44000
450,1,1,Mumbai,Unfurnished,Carpet Area,20000
500,1,2,Mumbai,Semi-Furnished,Super Area,25000
680,2,2,Mumbai,Furnished,Carpet Area,40000
1150,2,2,Mumbai,Unfurnished,Carpet Area,43000
830,2,2,Mumbai,Furnished,Carpet Area,44000
550,1,1,Mumbai,Furnished,Carpet Area,75000
470,1,2,Mumbai,Semi-Furnished,Carpet Area,32000
410,1,2,Mumbai,Semi-Furnished,Carpet Area,16000
710,2,2,Mumbai,Semi-Furnished,Carpet Area,65000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,45000
800,2,2,Mumbai,Unfurnished,Carpet Area,57000
435,1,2,Mumbai,Unfurnished,Carpet Area,27000
500,1,1,Mumbai,Semi-Furnished,Carpet Area,57000
800,2,2,Mumbai,Furnished,Carpet Area,55000
540,1,2,Mumbai,Semi-Furnished,Carpet Area,40000
1050,2,2,Mumbai,Unfurnished,Carpet Area,95000
700,2,2,Mumbai,Semi-Furnished,Carpet Area,85000
1600,4,4,Mumbai,Semi-Furnished,Carpet Area,300000
600,2,1,Mumbai,Furnished,Carpet Area,80000
300,1,2,Mumbai,Unfurnished,Super Area,13000
550,1,2,Mumbai,Unfurnished,Carpet Area,28000
932,3,3,Mumbai,Semi-Furnished,Carpet Area,89000
450,1,2,Mumbai,Unfurnished,Carpet Area,28000
600,2,2,Mumbai,Unfurnished,Carpet Area,13000
424,1,2,Mumbai,Unfurnished,Carpet Area,24000
560,2,2,Mumbai,Furnished,Carpet Area,38000
450,1,2,Mumbai,Unfurnished,Carpet Area,32000
3000,4,5,Mumbai,Semi-Furnished,Carpet Area,350000
600,1,2,Mumbai,Furnished,Carpet Area,40000
1400,3,3,Mumbai,Furnished,Carpet Area,150000
630,2,2,Mumbai,Unfurnished,Carpet Area,45000
1400,3,3,Mumbai,Unfurnished,Carpet Area,170000
320,1,1,Mumbai,Furnished,Super Area,30000
1000,2,2,Mumbai,Unfurnished,Carpet Area,210000
1150,3,3,Mumbai,Unfurnished,Carpet Area,75000
751,2,2,Mumbai,Semi-Furnished,Carpet Area,47000
570,2,2,Mumbai,Furnished,Carpet Area,14000
696,2,2,Mumbai,Semi-Furnished,Carpet Area,55000
1600,4,4,Mumbai,Unfurnished,Carpet Area,120000
2500,3,3,Mumbai,Semi-Furnished,Carpet Area,300000
1150,3,3,Mumbai,Unfurnished,Carpet Area,70000
1500,3,4,Mumbai,Semi-Furnished,Carpet Area,150000
950,3,3,Mumbai,Furnished,Carpet Area,62000
750,2,2,Mumbai,Unfurnished,Carpet Area,42000
715,2,2,Mumbai,Furnished,Carpet Area,130000
1337,3,3,Mumbai,Furnished,Carpet Area,170000
737,3,3,Mumbai,Semi-Furnished,Carpet Area,20000
750,2,2,Mumbai,Unfurnished,Carpet Area,41000
760,2,2,Mumbai,Semi-Furnished,Carpet Area,65000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,85000
1000,2,2,Mumbai,Semi-Furnished,Super Area,50000
570,1,1,Mumbai,Unfurnished,Carpet Area,30000
900,2,2,Mumbai,Semi-Furnished,Carpet Area,120000
760,2,2,Mumbai,Unfurnished,Carpet Area,60000
1500,3,4,Mumbai,Unfurnished,Carpet Area,110000
1150,3,3,Mumbai,Unfurnished,Carpet Area,84500
1100,3,3,Mumbai,Semi-Furnished,Carpet Area,80000
1000,3,3,Mumbai,Furnished,Carpet Area,50000
720,2,2,Mumbai,Unfurnished,Carpet Area,40000
365,1,1,Mumbai,Furnished,Carpet Area,34000
2000,4,4,Mumbai,Furnished,Carpet Area,220000
400,1,1,Mumbai,Unfurnished,Carpet Area,25000
1330,3,4,Mumbai,Semi-Furnished,Carpet Area,150000
850,3,3,Mumbai,Semi-Furnished,Carpet Area,85000
2000,4,5,Mumbai,Furnished,Carpet Area,180000
700,2,2,Mumbai,Semi-Furnished,Carpet Area,40000
900,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
650,2,2,Mumbai,Furnished,Carpet Area,38000
2600,4,4,Mumbai,Unfurnished,Carpet Area,310000
680,2,2,Mumbai,Unfurnished,Carpet Area,50000
950,3,3,Mumbai,Semi-Furnished,Carpet Area,65000
1783,4,3,Mumbai,Semi-Furnished,Carpet Area,210000
1330,3,3,Mumbai,Unfurnished,Carpet Area,150000
565,1,2,Mumbai,Unfurnished,Super Area,32000
450,1,1,Mumbai,Unfurnished,Carpet Area,26000
710,2,2,Mumbai,Semi-Furnished,Carpet Area,60000
1514,3,4,Mumbai,Semi-Furnished,Carpet Area,190000
1080,3,3,Mumbai,Unfurnished,Carpet Area,100000
700,2,2,Mumbai,Unfurnished,Carpet Area,35000
890,3,2,Mumbai,Unfurnished,Carpet Area,68000
1250,3,3,Mumbai,Semi-Furnished,Carpet Area,150000
300,1,1,Mumbai,Semi-Furnished,Super Area,18000
720,2,2,Mumbai,Unfurnished,Carpet Area,55000
825,3,3,Mumbai,Furnished,Carpet Area,65000
500,2,2,Mumbai,Furnished,Carpet Area,80000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,53000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,80000
360,1,1,Mumbai,Furnished,Carpet Area,18000
1545,4,5,Mumbai,Semi-Furnished,Carpet Area,250000
400,1,1,Mumbai,Unfurnished,Carpet Area,17500
750,3,2,Mumbai,Unfurnished,Carpet Area,43000
432,1,2,Mumbai,Unfurnished,Carpet Area,13500
780,2,2,Mumbai,Unfurnished,Carpet Area,18000
695,2,1,Mumbai,Semi-Furnished,Carpet Area,75000
375,1,1,Mumbai,Unfurnished,Carpet Area,18000
1095,3,3,Mumbai,Semi-Furnished,Carpet Area,160000
475,1,2,Mumbai,Semi-Furnished,Carpet Area,32000
790,2,2,Mumbai,Unfurnished,Carpet Area,55000
661,2,2,Mumbai,Semi-Furnished,Carpet Area,47000
700,2,2,Mumbai,Semi-Furnished,Carpet Area,35000
420,1,1,Mumbai,Semi-Furnished,Carpet Area,15000
750,2,2,Mumbai,Unfurnished,Carpet Area,50000
950,2,3,Mumbai,Semi-Furnished,Super Area,25500
1880,5,5,Mumbai,Furnished,Carpet Area,350000
1350,3,3,Mumbai,Furnished,Carpet Area,55000
330,1,1,Mumbai,Semi-Furnished,Super Area,25000
750,2,2,Mumbai,Unfurnished,Carpet Area,50000
925,2,3,Mumbai,Furnished,Carpet Area,65000
1150,3,3,Mumbai,Semi-Furnished,Carpet Area,50000
1105,3,3,Mumbai,Unfurnished,Carpet Area,65000
1050,3,3,Mumbai,Furnished,Carpet Area,160000
410,1,1,Mumbai,Semi-Furnished,Carpet Area,25000
460,1,2,Mumbai,Unfurnished,Carpet Area,32000
600,1,1,Mumbai,Semi-Furnished,Super Area,21000
570,1,2,Mumbai,Furnished,Super Area,20000
720,2,2,Mumbai,Furnished,Carpet Area,55000
500,1,2,Mumbai,Semi-Furnished,Carpet Area,32000
1460,4,4,Mumbai,Semi-Furnished,Carpet Area,150000
415,1,2,Mumbai,Unfurnished,Carpet Area,30000
1400,3,3,Mumbai,Semi-Furnished,Carpet Area,150000
270,1,1,Mumbai,Unfurnished,Carpet Area,27000
585,2,2,Mumbai,Semi-Furnished,Carpet Area,47000
1755,4,4,Mumbai,Unfurnished,Carpet Area,150000
550,1,2,Mumbai,Furnished,Carpet Area,27000
1300,3,4,Mumbai,Semi-Furnished,Carpet Area,160000
1200,2,2,Mumbai,Furnished,Super Area,100000
600,2,2,Mumbai,Semi-Furnished,Carpet Area,45002
700,2,2,Mumbai,Semi-Furnished,Carpet Area,48000
385,1,1,Mumbai,Unfurnished,Carpet Area,18000
500,1,1,Mumbai,Semi-Furnished,Carpet Area,7500
850,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
900,3,2,Mumbai,Semi-Furnished,Carpet Area,55000
400,1,1,Mumbai,Unfurnished,Carpet Area,26000
600,2,2,Mumbai,Unfurnished,Carpet Area,17000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,40000
628,2,2,Mumbai,Unfurnished,Carpet Area,43000
1330,3,4,Mumbai,Unfurnished,Carpet Area,140000
1064,3,3,Mumbai,Unfurnished,Carpet Area,140000
1200,3,3,Mumbai,Furnished,Carpet Area,120000
2200,4,4,Mumbai,Furnished,Carpet Area,400000
630,2,2,Mumbai,Semi-Furnished,Carpet Area,21000
650,2,2,Mumbai,Unfurnished,Carpet Area,40000
845,2,2,Mumbai,Furnished,Super Area,40000
1915,3,3,Mumbai,Semi-Furnished,Super Area,230000
900,2,2,Mumbai,Semi-Furnished,Super Area,20000
807,2,2,Mumbai,Unfurnished,Carpet Area,60000
1100,2,2,Mumbai,Semi-Furnished,Super Area,35000
1600,3,5,Mumbai,Semi-Furnished,Super Area,300000
790,2,2,Mumbai,Unfurnished,Super Area,6500
380,1,1,Mumbai,Unfurnished,Carpet Area,15000
650,2,2,Mumbai,Unfurnished,Carpet Area,38000
800,2,2,Mumbai,Semi-Furnished,Carpet Area,35000
830,2,2,Mumbai,Semi-Furnished,Super Area,32000
410,1,1,Mumbai,Unfurnished,Carpet Area,16000
428,1,2,Mumbai,Semi-Furnished,Carpet Area,33000
550,1,1,Mumbai,Semi-Furnished,Super Area,8500
630,2,2,Mumbai,Unfurnished,Carpet Area,60000
550,1,2,Mumbai,Unfurnished,Super Area,20000
450,1,2,Mumbai,Unfurnished,Carpet Area,38000
750,2,2,Mumbai,Unfurnished,Carpet Area,100000
800,2,2,Mumbai,Semi-Furnished,Carpet Area,65000
1050,3,3,Mumbai,Furnished,Carpet Area,80000
850,2,2,Mumbai,Furnished,Carpet Area,85000
2500,4,4,Mumbai,Semi-Furnished,Carpet Area,600000
2000,3,3,Mumbai,Furnished,Carpet Area,150000
1330,3,4,Mumbai,Semi-Furnished,Carpet Area,130000
950,3,3,Mumbai,Unfurnished,Carpet Area,55000
435,1,2,Mumbai,Semi-Furnished,Carpet Area,23000
1300,3,4,Mumbai,Semi-Furnished,Carpet Area,95000
650,2,2,Mumbai,Unfurnished,Super Area,40000
1550,3,3,Mumbai,Semi-Furnished,Carpet Area,180000
380,1,1,Mumbai,Semi-Furnished,Carpet Area,25000
1454,4,4,Mumbai,Unfurnished,Carpet Area,140000
860,2,2,Mumbai,Semi-Furnished,Carpet Area,55000
680,2,2,Mumbai,Semi-Furnished,Carpet Area,46000
433,1,2,Mumbai,Unfurnished,Carpet Area,22000
710,2,2,Mumbai,Semi-Furnished,Carpet Area,55100
700,2,2,Mumbai,Furnished,Carpet Area,65000
550,1,1,Mumbai,Unfurnished,Carpet Area,33000
2700,4,5,Mumbai,Semi-Furnished,Carpet Area,320000
350,1,1,Mumbai,Unfurnished,Super Area,33000
490,1,1,Mumbai,Semi-Furnished,Super Area,25000
1225,3,3,Mumbai,Furnished,Carpet Area,300000
1286,3,5,Mumbai,Unfurnished,Carpet Area,100000
425,1,2,Mumbai,Unfurnished,Carpet Area,33000
550,2,2,Mumbai,Semi-Furnished,Carpet Area,35000
1224,3,3,Mumbai,Unfurnished,Carpet Area,130000
950,3,3,Mumbai,Unfurnished,Carpet Area,80000
425,1,2,Mumbai,Semi-Furnished,Carpet Area,10000
1000,3,3,Mumbai,Furnished,Carpet Area,92500
710,2,2,Mumbai,Semi-Furnished,Carpet Area,57000
1300,3,3,Mumbai,Semi-Furnished,Carpet Area,170000
433,1,2,Mumbai,Semi-Furnished,Carpet Area,29999
650,2,2,Mumbai,Furnished,Carpet Area,42000
1650,3,4,Mumbai,Furnished,Carpet Area,330000
600,2,1,Mumbai,Semi-Furnished,Super Area,24000
850,2,2,Mumbai,Semi-Furnished,Super Area,35000
305,1,1,Mumbai,Unfurnished,Carpet Area,14000
490,2,2,Mumbai,Furnished,Carpet Area,45000
690,2,2,Mumbai,Semi-Furnished,Carpet Area,36000
635,2,2,Mumbai,Unfurnished,Carpet Area,53500
1100,3,2,Mumbai,Furnished,Carpet Area,80000
250,1,1,Mumbai,Unfurnished,Super Area,7500
1200,3,3,Mumbai,Furnished,Carpet Area,140000
750,2,2,Mumbai,Unfurnished,Carpet Area,95000
1100,3,3,Mumbai,Furnished,Carpet Area,130000
700,2,2,Mumbai,Semi-Furnished,Carpet Area,45000
1150,2,2,Mumbai,Unfurnished,Carpet Area,110000
1379,3,3,Mumbai,Unfurnished,Carpet Area,120000
500,1,1,Mumbai,Furnished,Carpet Area,60000
1400,3,3,Mumbai,Unfurnished,Super Area,120000
390,1,1,Mumbai,Unfurnished,Carpet Area,40000
935,2,2,Mumbai,Furnished,Super Area,50000
535,2,2,Mumbai,Unfurnished,Carpet Area,36000
1250,3,3,Mumbai,Semi-Furnished,Carpet Area,150000
3700,4,4,Mumbai,Furnished,Carpet Area,230000
350,1,2,Mumbai,Unfurnished,Carpet Area,25000
1350,3,4,Mumbai,Semi-Furnished,Carpet Area,190000
1550,3,3,Mumbai,Semi-Furnished,Carpet Area,61000
1100,3,3,Mumbai,Furnished,Carpet Area,70000
950,3,3,Mumbai,Unfurnished,Carpet Area,42000
400,1,1,Mumbai,Unfurnished,Carpet Area,27000
700,2,2,Mumbai,Furnished,Carpet Area,60000
850,3,2,Mumbai,Furnished,Super Area,85000
900,2,2,Mumbai,Furnished,Carpet Area,75000
1208,3,3,Mumbai,Unfurnished,Carpet Area,200000
1150,3,3,Mumbai,Semi-Furnished,Carpet Area,170000
1600,3,4,Mumbai,Semi-Furnished,Carpet Area,180000
700,2,2,Mumbai,Furnished,Carpet Area,55000
3200,5,5,Mumbai,Semi-Furnished,Carpet Area,600000
330,1,1,Mumbai,Unfurnished,Super Area,18000
225,1,1,Mumbai,Unfurnished,Super Area,19000
1050,3,3,Mumbai,Furnished,Carpet Area,150000
225,1,1,Mumbai,Semi-Furnished,Carpet Area,18500
463,1,2,Mumbai,Furnished,Carpet Area,35000
1900,4,3,Mumbai,Furnished,Carpet Area,200000
1500,2,4,Mumbai,Furnished,Super Area,150000
1000,2,2,Mumbai,Semi-Furnished,Carpet Area,70000
450,1,2,Mumbai,Semi-Furnished,Carpet Area,35000
700,2,2,Mumbai,Unfurnished,Carpet Area,45000
355,1,1,Mumbai,Unfurnished,Carpet Area,30000
1325,3,3,Mumbai,Furnished,Carpet Area,50000
950,2,2,Mumbai,Furnished,Super Area,50000
600,1,1,Mumbai,Semi-Furnished,Super Area,42000
905,2,2,Mumbai,Semi-Furnished,Carpet Area,19500
1500,3,3,Mumbai,Furnished,Carpet Area,90000
455,1,1,Mumbai,Unfurnished,Carpet Area,60000
850,2,2,Mumbai,Semi-Furnished,Carpet Area,55000
1100,3,2,Mumbai,Unfurnished,Super Area,40000
430,1,2,Mumbai,Unfurnished,Carpet Area,40000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,36000
795,2,2,Mumbai,Unfurnished,Carpet Area,45000
800,2,2,Mumbai,Furnished,Carpet Area,100000
700,1,1,Mumbai,Furnished,Super Area,42000
450,1,2,Mumbai,Furnished,Carpet Area,45000
575,2,2,Mumbai,Semi-Furnished,Carpet Area,40000
650,2,3,Mumbai,Furnished,Carpet Area,50000
200,1,1,Mumbai,Furnished,Super Area,11000
1200,2,2,Mumbai,Semi-Furnished,Super Area,50000
656,1,2,Mumbai,Unfurnished,Super Area,34000
1600,3,3,Mumbai,Semi-Furnished,Carpet Area,93000
950,3,3,Mumbai,Unfurnished,Carpet Area,69999
719,2,2,Mumbai,Semi-Furnished,Carpet Area,48000
1100,3,3,Mumbai,Unfurnished,Carpet Area,55000
3064,4,4,Mumbai,Semi-Furnished,Carpet Area,1000000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,40000
1450,3,5,Mumbai,Semi-Furnished,Carpet Area,130000
720,2,2,Mumbai,Semi-Furnished,Carpet Area,75000
670,2,2,Mumbai,Semi-Furnished,Super Area,23000
1350,3,3,Mumbai,Furnished,Carpet Area,200000
925,3,2,Mumbai,Unfurnished,Carpet Area,55000
1450,4,4,Mumbai,Unfurnished,Carpet Area,80000
1550,3,3,Mumbai,Furnished,Carpet Area,220000
420,1,2,Mumbai,Semi-Furnished,Carpet Area,40000
650,2,2,Mumbai,Unfurnished,Carpet Area,35000
700,2,2,Mumbai,Furnished,Carpet Area,33003
3400,5,5,Mumbai,Semi-Furnished,Carpet Area,450000
935,2,2,Mumbai,Semi-Furnished,Super Area,65000
980,2,2,Mumbai,Semi-Furnished,Carpet Area,45000
2800,4,4,Mumbai,Furnished,Carpet Area,280000
700,2,3,Mumbai,Furnished,Carpet Area,55000
720,2,2,Mumbai,Semi-Furnished,Carpet Area,56000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,55000
700,2,2,Mumbai,Furnished,Carpet Area,28000
1000,2,3,Mumbai,Semi-Furnished,Carpet Area,150000
3000,5,5,Mumbai,Furnished,Carpet Area,300000
413,1,1,Mumbai,Furnished,Carpet Area,50000
1755,4,4,Mumbai,Semi-Furnished,Carpet Area,180000
1850,3,4,Mumbai,Semi-Furnished,Carpet Area,190000
890,2,2,Mumbai,Unfurnished,Carpet Area,8000
1200,3,3,Mumbai,Semi-Furnished,Carpet Area,75000
1100,3,3,Mumbai,Furnished,Carpet Area,83000
420,1,2,Mumbai,Semi-Furnished,Carpet Area,32000
630,2,2,Mumbai,Unfurnished,Carpet Area,39000
1705,4,3,Mumbai,Semi-Furnished,Carpet Area,150000
1300,3,3,Mumbai,Furnished,Carpet Area,190000
1355,3,3,Mumbai,Furnished,Carpet Area,160000
450,1,2,Mumbai,Semi-Furnished,Carpet Area,25000
1350,3,3,Mumbai,Unfurnished,Carpet Area,90000
825,2,2,Mumbai,Furnished,Carpet Area,95000
550,1,1,Mumbai,Semi-Furnished,Super Area,30000
430,1,1,Mumbai,Unfurnished,Carpet Area,18500
320,1,1,Mumbai,Furnished,Carpet Area,18000
1100,3,3,Mumbai,Semi-Furnished,Carpet Area,75000
1460,4,4,Mumbai,Semi-Furnished,Carpet Area,150000
1250,3,3,Mumbai,Furnished,Carpet Area,100000
1000,2,3,Mumbai,Furnished,Carpet Area,170000
710,2,2,Mumbai,Unfurnished,Carpet Area,45000
1350,3,3,Mumbai,Furnished,Carpet Area,200000
400,2,1,Mumbai,Furnished,Carpet Area,20000
1000,3,4,Mumbai,Semi-Furnished,Carpet Area,85000
1500,3,3,Mumbai,Unfurnished,Carpet Area,130000
500,1,1,Mumbai,Semi-Furnished,Super Area,40000
2000,4,4,Mumbai,Furnished,Carpet Area,250000
225,1,1,Mumbai,Unfurnished,Carpet Area,15000
650,2,2,Mumbai,Furnished,Carpet Area,40000
670,2,2,Mumbai,Semi-Furnished,Carpet Area,48000
610,2,1,Mumbai,Semi-Furnished,Carpet Area,15000
400,1,2,Mumbai,Furnished,Carpet Area,28000
340,1,1,Mumbai,Unfurnished,Carpet Area,25000
471,2,2,Mumbai,Semi-Furnished,Carpet Area,34000
550,1,2,Mumbai,Furnished,Carpet Area,75000
630,2,1,Mumbai,Semi-Furnished,Carpet Area,45000
500,1,2,Mumbai,Semi-Furnished,Super Area,35000
400,1,1,Mumbai,Furnished,Carpet Area,32000
1000,2,2,Mumbai,Unfurnished,Super Area,17000
1528,4,4,Mumbai,Unfurnished,Carpet Area,230000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,35000
500,1,1,Mumbai,Unfurnished,Carpet Area,8500
850,3,2,Mumbai,Semi-Furnished,Carpet Area,80000
550,1,1,Mumbai,Semi-Furnished,Carpet Area,55000
430,1,2,Mumbai,Unfurnished,Carpet Area,25000
1030,3,3,Mumbai,Furnished,Carpet Area,40000
250,1,1,Mumbai,Unfurnished,Carpet Area,15500
500,1,2,Mumbai,Unfurnished,Carpet Area,45000
1750,4,4,Mumbai,Semi-Furnished,Carpet Area,180000
985,2,2,Mumbai,Unfurnished,Carpet Area,51000
1050,3,3,Mumbai,Unfurnished,Carpet Area,60000
700,2,2,Mumbai,Unfurnished,Carpet Area,36000
1200,3,3,Mumbai,Semi-Furnished,Carpet Area,180000
1000,3,3,Mumbai,Furnished,Carpet Area,75000
550,2,2,Mumbai,Unfurnished,Carpet Area,8000
806,3,2,Mumbai,Semi-Furnished,Super Area,50000
1400,3,3,Mumbai,Furnished,Carpet Area,100000
470,1,2,Mumbai,Semi-Furnished,Carpet Area,16500
475,1,1,Mumbai,Unfurnished,Super Area,4500
583,2,2,Mumbai,Unfurnished,Carpet Area,34000
475,2,2,Mumbai,Unfurnished,Carpet Area,32000
900,2,2,Mumbai,Furnished,Carpet Area,50000
500,1,1,Mumbai,Semi-Furnished,Carpet Area,24000
806,2,3,Mumbai,Unfurnished,Carpet Area,62000
400,1,1,Mumbai,Furnished,Carpet Area,100000
650,1,2,Mumbai,Semi-Furnished,Super Area,21000
550,1,2,Mumbai,Semi-Furnished,Super Area,27000
390,1,1,Mumbai,Unfurnished,Carpet Area,10000
994,2,2,Mumbai,Semi-Furnished,Carpet Area,90000
520,1,2,Mumbai,Semi-Furnished,Super Area,8000
575,1,1,Mumbai,Semi-Furnished,Carpet Area,75000
2750,3,3,Mumbai,Unfurnished,Carpet Area,230000
470,1,2,Mumbai,Semi-Furnished,Carpet Area,15000
2500,4,4,Mumbai,Semi-Furnished,Carpet Area,260000
1100,3,3,Mumbai,Semi-Furnished,Carpet Area,62000
480,1,2,Mumbai,Furnished,Carpet Area,43500
750,2,2,Mumbai,Unfurnished,Carpet Area,62000
2424,4,5,Mumbai,Semi-Furnished,Carpet Area,400000
724,2,2,Mumbai,Semi-Furnished,Carpet Area,77500
600,1,1,Mumbai,Furnished,Carpet Area,30000
1076,3,2,Mumbai,Semi-Furnished,Carpet Area,110000
800,1,2,Mumbai,Unfurnished,Super Area,20000
1300,3,3,Mumbai,Semi-Furnished,Carpet Area,150000
500,1,2,Mumbai,Unfurnished,Carpet Area,55000
700,2,2,Mumbai,Semi-Furnished,Carpet Area,70000
700,2,2,Mumbai,Furnished,Carpet Area,65000
2170,3,4,Mumbai,Semi-Furnished,Carpet Area,310000
225,1,2,Mumbai,Unfurnished,Carpet Area,18000
485,1,2,Mumbai,Furnished,Carpet Area,48000
225,1,1,Mumbai,Unfurnished,Super Area,10000
478,1,2,Mumbai,Semi-Furnished,Carpet Area,32000
1200,3,3,Mumbai,Semi-Furnished,Super Area,32000
620,2,2,Mumbai,Semi-Furnished,Carpet Area,36000
280,1,1,Mumbai,Unfurnished,Carpet Area,22000
385,1,1,Mumbai,Unfurnished,Carpet Area,5500
704,3,2,Mumbai,Unfurnished,Carpet Area,15000
710,2,2,Mumbai,Unfurnished,Carpet Area,40000
525,1,1,Mumbai,Unfurnished,Super Area,28000
390,1,1,Mumbai,Semi-Furnished,Carpet Area,11000
755,2,2,Mumbai,Semi-Furnished,Carpet Area,40000
700,2,2,Mumbai,Unfurnished,Carpet Area,45000
1000,2,3,Mumbai,Semi-Furnished,Carpet Area,180000
2000,3,3,Mumbai,Furnished,Carpet Area,160000
650,2,2,Mumbai,Unfurnished,Carpet Area,36000
470,1,1,Mumbai,Semi-Furnished,Carpet Area,59000
450,1,2,Mumbai,Semi-Furnished,Carpet Area,40000
625,2,2,Mumbai,Semi-Furnished,Super Area,40000
700,2,2,Mumbai,Furnished,Carpet Area,72000
600,2,2,Mumbai,Unfurnished,Carpet Area,40000
600,2,1,Mumbai,Unfurnished,Carpet Area,16000
1100,2,4,Mumbai,Furnished,Super Area,50000
370,1,1,Mumbai,Semi-Furnished,Carpet Area,24000
950,2,2,Mumbai,Semi-Furnished,Carpet Area,65000
